Distance_(µm),Gray_Value
536.115,14813.868
536.462,14811.743
536.809,14809.520
537.156,14807.171
537.503,14805.099
537.850,14802.924
538.197,14800.661
538.544,14798.781
538.891,14796.731
539.238,14795.031
539.585,14793.305
539.932,14792.025
540.279,14790.836
540.626,14789.900
540.973,14789.457
541.320,14789.044
541.667,14789.121
542.014,14789.633
542.361,14790.318
542.708,14791.636
543.055,14793.367
543.402,14795.139
543.749,14797.772
544.096,14800.676
544.443,14803.847
544.790,14807.600
545.137,14811.639
545.484,14816.223
545.831,14821.094
546.178,14826.545
546.525,14832.356
546.872,14838.215
547.219,14844.733
547.566,14851.468
547.913,14858.410
